evaluation	1.06	3.07	4.04	5.07	7.04	13.09	15.11	21.06	23.09	73.15	3.065	5.033	5.043	5.053	8.041	9.083	1.049	1.085	3.063	3.077	4.068	4.085	5.043	8.965	8.976	4.083	5.066	7.044	7.08	7.099	8.084	8.109	4.999	6.997	7.03
S002_C_1	0.209429219	0.064340342	0.057163216	0.196781323	0.511514013	0.133679332	0.317116371	0.333480874	0.194930208	0.027573867	0.301257997	30.70233256	3.210896375	1.160042441	0.229188398	6.845468502	0.291539379	0.946098836	22.920892	3.71292012	0.852056779	0.071227972	3.362290099	0.035625874	0.017066941	0.224330528	0.279346536	0.812033843	10.75983403	1.075377533	9.658281002	0.027477252	0.331419761	0.026456128	0.100530352
S002_B_1	0.180679312	0.054371755	0.038261576	0.130259781	0.507711067	0.078863884	0.139713913	0.354260516	0.104494045	0.01755498	0.183899211	31.06274101	2.847776298	1.118912881	0.225838367	7.351221937	0.234548733	0.532078333	25.94489471	3.578613391	0.873642775	0.072631726	3.482187703	0.017237401	0.008262414	0.205166781	0.263976069	0.668776751	10.03886114	0.896579567	8.481337861	0.023909409	0.155963982	0.010109664	0.11466106
S002_A_1	0.231166214	0.049399237	0.024139453	0.360842737	0.289265743	0.120151858	0.102473865	0.333225254	0.258704341	0.081418467	0.231095641	31.96251253	3.230465492	1.132527704	0.213945138	7.304421712	0.185033905	0.603344636	22.3062959	3.468562333	0.820235779	0.076226138	7.353344652	0.029818578	0.015162726	0.219072755	0.136177517	0.407136852	9.006729235	0.862009992	8.193348175	0.023105166	0.264099853	0.019123963	0.085416462
S002_B_2	0.202683379	0.048553293	0.048742295	0.185170932	0.641333982	0.080643932	0.136306695	0.438832774	0.137231483	0.019319495	0.258202633	31.18114712	2.842900981	1.312159724	0.250420471	5.467686417	0.291381657	0.630509368	25.90152134	3.481657313	0.916621744	0.069429613	3.678286	0.016441125	0.010164804	0.215891982	0.295579139	0.84843731	10.1581429	0.880527104	9.023400225	0.026502536	0.166228697	0.007240142	0.13070139
S002_C_2	0.230169207	0.057356104	0.063721628	0.203465691	0.619175854	0.139194768	0.330987162	0.391239016	0.214205428	0.025715848	0.316917476	29.56830091	2.919257897	1.163285192	0.259860426	4.76873022	0.291884444	1.147114305	24.05662859	3.690620235	0.893883779	0.063474397	3.826546501	0.035767309	0.019528594	0.233460269	0.325325742	0.981428427	11.40467067	1.041239027	10.21034518	0.028785672	0.328374398	0.024165959	0.12517367
S002_A_2	0.187529843	0.047340623	0.016976078	0.276488414	0.26473263	0.098675215	0.072685643	0.307238745	0.212909773	0.055774557	0.171907605	32.51508785	2.950303757	0.932643646	0.205440347	5.566625412	0.224159673	0.503622918	23.7475572	3.501971045	0.809119973	0.062505582	7.549618418	0.023715098	0.01198387	0.168078294	0.131020796	0.379550013	9.486466736	0.974881893	8.188186936	0.02690165	0.223507332	0.01731967	0.087472763
S006_C_1	0.202422001	0.057836196	0.047190295	0.146080503	0.479256148	0.141372219	0.350543117	0.235338428	0.121302379	0.014934798	0.326977378	27.75310243	3.297333472	1.081234448	0.296745784	3.596656806	0.387420109	0.988794124	25.88811958	4.201879434	0.94326621	0.079158459	4.149210977	0.040277606	0.021051416	0.258207552	0.305035669	0.80281063	11.7707477	1.15837334	10.29824424	0.032778986	0.393073671	0.0298652	0.103358697
S006_A_1	0.202909954	0.037765716	0.014643966	0.176551327	0.225281736	0.099608004	0.074979735	0.199200248	0.144903503	0.045324754	0.186635589	32.14643695	3.61150297	1.023436082	0.275627733	3.432992934	0.220616179	0.464236636	24.60368449	3.993763087	0.934567578	0.073411028	7.610297894	0.027830682	0.017760076	0.203924064	0.115827673	0.349059279	9.439871536	0.924685325	8.740671205	0.027708216	0.268441945	0.017135976	0.06870593
S006_B_1	0.180754015	0.054260311	0.036386134	0.094843858	0.496668898	0.073690725	0.106725117	0.253231675	0.082245799	0.014116761	0.236079327	27.83698459	3.875275168	1.269533558	0.309850451	4.327371431	0.294393298	0.422179586	27.71567559	4.800954944	1.02559508	0.095600441	3.642025679	0.019439701	0.012436662	0.246734549	0.277903171	0.631569688	10.51807487	1.060183039	9.655471631	0.033280056	0.174938247	0.011236329	0.114289618
