"product";"rep";"subject";"descriptor";"start";"score";"duration";"stop";"sequenceStart";"sequenceStop";"sequenceDuration";"stdStart";"stdDuration";"stdStop"
"C1";"1";"A11";"Bland";11;1;1.425;12;1.66;12.303;10.643;0.89;0.12;1.01
"C1";"1";"A11";"Crackly_Hard";2;1;2.926;5;1.66;12.303;10.643;0.16;0.24;0.4
"C1";"1";"A11";"Potato";5;1;2.467;7;1.66;12.303;10.643;0.41;0.2;0.61
"C1";"1";"A12";"Crackly_Hard";6;1;3.822;10;6.007;49.461;43.454;0.12;0.08;0.2
"C1";"1";"A12";"Crispy";10;1;6.315;16;6.007;49.461;43.454;0.2;0.13;0.33
"C1";"1";"A12";"Potato";16;1;3.077;19;6.007;49.461;43.454;0.32;0.06;0.38
"C1";"1";"A12";"Fat";19;1;2.009;21;6.007;49.461;43.454;0.38;0.04;0.42
"C1";"1";"A12";"Salty";24;1;11.027;35;6.007;49.461;43.454;0.49;0.22;0.71
"C1";"1";"A12";"Sticky_Pasty";35;1;9.093;44;6.007;49.461;43.454;0.71;0.18;0.89
"C1";"1";"A12";"Salty";44;1;5.8;49;6.007;49.461;43.454;0.89;0.12;1.01
"C1";"1";"A12";"Roasted";21;1;2.311;24;6.007;49.461;43.454;0.42;0.05;0.47
"C1";"1";"A13";"Crispy";6;1;0.279;7;3.161;31.02;27.859;0.19;0.01;0.2
"C1";"1";"A13";"Crackly_Hard";3;1;3.3;6;3.161;31.02;27.859;0.1;0.11;0.21
"C1";"1";"A13";"Salty";7;1;24.28;31;3.161;31.02;27.859;0.23;0.78;1.01
"C1";"1";"A14";"Salty";11;1;9.936;21;1.423;39.315;37.892;0.28;0.25;0.53
"C1";"1";"A14";"Salty";1;1;2.264;4;1.423;39.315;37.892;0.03;0.06;0.09
"C1";"1";"A14";"Crispy";4;1;6.455;10;1.423;39.315;37.892;0.1;0.16;0.26
"C1";"1";"A14";"Potato";10;1;1.112;11;1.423;39.315;37.892;0.25;0.03;0.28
"C1";"1";"A14";"Salty";36;1;2.997;39;1.423;39.315;37.892;0.92;0.08;1
"C1";"1";"A14";"Melting";21;1;2.496;24;1.423;39.315;37.892;0.53;0.06;0.59
"C1";"1";"A14";"Salty";24;1;8.736;32;1.423;39.315;37.892;0.61;0.22;0.83
"C1";"1";"A14";"Sticky_Pasty";32;1;3.896;36;1.423;39.315;37.892;0.81;0.1;0.91
"C1";"1";"A16";"Crispy";4;1;2.69;7;4.109;34.694;30.585;0.12;0.08;0.2
"C1";"1";"A16";"Salty";12;1;6.294;18;4.109;34.694;30.585;0.35;0.18;0.53
"C1";"1";"A16";"Fat";18;1;0.846;19;4.109;34.694;30.585;0.52;0.02;0.54
"C1";"1";"A16";"Fat";7;1;0.766999999999999;8;4.109;34.694;30.585;0.2;0.02;0.22
"C1";"1";"A16";"Salty";8;1;4.37;12;4.109;34.694;30.585;0.23;0.13;0.36
"C1";"1";"A16";"Salty";31;1;0.637999999999998;32;4.109;34.694;30.585;0.89;0.02;0.91
"C1";"1";"A16";"Salty";32;1;3.084;35;4.109;34.694;30.585;0.92;0.09;1.01
"C1";"1";"A16";"Salty";19;1;1.892;21;4.109;34.694;30.585;0.55;0.05;0.6
"C1";"1";"A16";"Salty";21;1;10.004;31;4.109;34.694;30.585;0.61;0.29;0.9
"C1";"1";"A17";"Crispy";1;1;3.551;5;1.161;49.279;48.118;0.02;0.07;0.09
"C1";"1";"A17";"Salty";5;1;3.208;8;1.161;49.279;48.118;0.1;0.07;0.17
"C1";"1";"A17";"Potato";8;1;4.656;13;1.161;49.279;48.118;0.16;0.09;0.25
"C1";"1";"A17";"Melting";13;1;4.583;17;1.161;49.279;48.118;0.26;0.09;0.35
"C1";"1";"A17";"Sticky_Pasty";17;1;4.217;21;1.161;49.279;48.118;0.34;0.09;0.43
"C1";"1";"A17";"Salty";21;1;5.018;26;1.161;49.279;48.118;0.43;0.1;0.53
"C1";"1";"A17";"Potato";26;1;7.671;34;1.161;49.279;48.118;0.53;0.16;0.69
"C1";"1";"A17";"Sticky_Pasty";34;1;1.886;36;1.161;49.279;48.118;0.69;0.04;0.73
"C1";"1";"A17";"Salty";36;1;13.328;49;1.161;49.279;48.118;0.73;0.27;1
"C1";"1";"A18";"Potato";7;1;0.644;8;7.29;32.758;25.468;0.21;0.02;0.23
"C1";"1";"A18";"Salty";8;1;0.887;9;7.29;32.758;25.468;0.24;0.03;0.27
"C1";"1";"A18";"Potato";9;1;8.675;17;7.29;32.758;25.468;0.27;0.26;0.53
"C1";"1";"A18";"Fat";27;1;0.268000000000001;28;7.29;32.758;25.468;0.82;0.01;0.83
"C1";"1";"A18";"Bland";28;1;4.302;32;7.29;32.758;25.468;0.85;0.13;0.98
"C1";"1";"A18";"Fat";32;1;0.301000000000002;32;7.29;32.758;25.468;0.98;0.01;0.99
"C1";"1";"A18";"Bland";32;1;0.609999999999999;33;7.29;32.758;25.468;0.98;0.02;1
"C1";"1";"A18";"Sticky_Pasty";23;1;0.869;24;7.29;32.758;25.468;0.7;0.03;0.73
"C1";"1";"A18";"Bland";24;1;0.507999999999999;25;7.29;32.758;25.468;0.73;0.02;0.75
"C1";"1";"A18";"Fat";25;1;0.333000000000002;25;7.29;32.758;25.468;0.76;0.01;0.77
"C1";"1";"A18";"Salty";25;1;0.183;25;7.29;32.758;25.468;0.76;0.01;0.77
"C1";"1";"A18";"Roasted";25;1;0.192;26;7.29;32.758;25.468;0.76;0.01;0.77
"C1";"1";"A18";"Potato";26;1;0.198999999999998;26;7.29;32.758;25.468;0.79;0.01;0.8
"C1";"1";"A18";"Crispy";26;1;0.195999999999998;26;7.29;32.758;25.468;0.79;0.01;0.8
"C1";"1";"A18";"Bland";17;1;2.479;20;7.29;32.758;25.468;0.52;0.08;0.6
"C1";"1";"A18";"Sticky_Pasty";20;1;2.015;22;7.29;32.758;25.468;0.61;0.06;0.67
"C1";"1";"A18";"Bland";22;1;0.637;23;7.29;32.758;25.468;0.67;0.02;0.69
"C1";"1";"A18";"Sticky_Pasty";23;1;0.407;23;7.29;32.758;25.468;0.7;0.01;0.71
"C1";"1";"A18";"Bland";23;1;0.434000000000001;23;7.29;32.758;25.468;0.7;0.01;0.71
"C1";"1";"A18";"Fat";26;1;0.170000000000002;26;7.29;32.758;25.468;0.79;0.01;0.8
"C1";"1";"A18";"Sticky_Pasty";26;1;1.009;27;7.29;32.758;25.468;0.79;0.03;0.82
"C1";"1";"A19";"Potato";7;1;29.049;36;2.357;36.127;33.77;0.19;0.8;0.99
"C1";"1";"A19";"Crackly_Hard";2;1;2.105;4;2.357;36.127;33.77;0.06;0.06;0.12
"C1";"1";"A19";"Salty";4;1;2.616;7;2.357;36.127;33.77;0.11;0.07;0.18
"C1";"1";"A20";"Salty";9;1;0.936;10;1.828;41.888;40.06;0.21;0.02;0.23
"C1";"1";"A20";"Crackly_Hard";5;1;4.048;9;1.828;41.888;40.06;0.12;0.1;0.22
"C1";"1";"A20";"Salty";22;1;10.627;32;1.828;41.888;40.06;0.53;0.25;0.78
"C1";"1";"A20";"Potato";10;1;1.11;11;1.828;41.888;40.06;0.24;0.03;0.27
"C1";"1";"A20";"Fat";11;1;6.8;18;1.828;41.888;40.06;0.26;0.16;0.42
"C1";"1";"A20";"Melting";18;1;3.239;22;1.828;41.888;40.06;0.43;0.08;0.51
"C1";"1";"A20";"Crispy";2;1;3.551;5;1.828;41.888;40.06;0.05;0.08;0.13
"C1";"1";"A20";"Melting";32;1;9.749;42;1.828;41.888;40.06;0.76;0.23;0.99
"C1";"1";"A21";"Crispy";3;1;2.767;6;2.929;21.792;18.863;0.14;0.13;0.27
"C1";"1";"A21";"Salty";6;1;8.002;14;2.929;21.792;18.863;0.28;0.37;0.65
"C1";"1";"A21";"Roasted";15;1;2.951;18;2.929;21.792;18.863;0.69;0.14;0.83
"C1";"1";"A21";"Salty";18;1;3.601;22;2.929;21.792;18.863;0.83;0.17;1
"C1";"1";"A21";"Potato";14;1;1.542;15;2.929;21.792;18.863;0.64;0.07;0.71
"C1";"1";"A22";"Crackly_Hard";3;1;1.843;5;3.41;18.361;14.951;0.16;0.1;0.26
"C1";"1";"A22";"Salty";16;1;2.111;18;3.41;18.361;14.951;0.87;0.11;0.98
"C1";"1";"A22";"Salty";5;1;3.608;9;3.41;18.361;14.951;0.27;0.2;0.47
"C1";"1";"A22";"Potato";9;1;2.057;11;3.41;18.361;14.951;0.49;0.11;0.6
"C1";"1";"A22";"Fat";11;1;5.332;16;3.41;18.361;14.951;0.6;0.29;0.89
"C1";"1";"A24";"Crackly_Hard";1;1;1.099;2;0.962;19.9;18.938;0.05;0.06;0.11
"C1";"1";"A24";"Crispy";2;1;1.586;4;0.962;19.9;18.938;0.1;0.08;0.18
"C1";"1";"A24";"Salty";4;1;5.832;9;0.962;19.9;18.938;0.2;0.29;0.49
"C1";"1";"A24";"Bland";9;1;10.421;20;0.962;19.9;18.938;0.45;0.52;0.97
"C1";"1";"A25";"Bland";17;1;27.68;45;17.362;45.042;27.68;0.38;0.61;0.99
"C1";"1";"A26";"Crackly_Hard";4;1;8.278;13;4.299;33.534;29.235;0.12;0.25;0.37
"C1";"1";"A26";"Bland";13;1;20.957;34;4.299;33.534;29.235;0.39;0.62;1.01
"C1";"1";"A27";"Potato";6;1;34.449;41;3.826;40.614;36.788;0.15;0.85;1
"C1";"1";"A27";"Crispy";4;1;2.339;6;3.826;40.614;36.788;0.1;0.06;0.16
"C1";"1";"A28";"Crackly_Hard";2;1;0.958;3;2.02;27.365;25.345;0.07;0.04;0.11
"C1";"1";"A28";"Crackly_Hard";8;1;1.065;9;2.02;27.365;25.345;0.29;0.04;0.33
"C1";"1";"A28";"Crispy";3;1;1.138;4;2.02;27.365;25.345;0.11;0.04;0.15
"C1";"1";"A28";"Salty";4;1;2.106;6;2.02;27.365;25.345;0.15;0.08;0.23
"C1";"1";"A28";"Potato";6;1;1.664;8;2.02;27.365;25.345;0.22;0.06;0.28
"C1";"1";"A28";"Crispy";13;1;1.826;15;2.02;27.365;25.345;0.48;0.07;0.55
"C1";"1";"A28";"Salty";15;1;2.494;18;2.02;27.365;25.345;0.55;0.09;0.64
"C1";"1";"A28";"Fat";18;1;1.552;19;2.02;27.365;25.345;0.66;0.06;0.72
"C1";"1";"A28";"Crispy";19;1;4.512;24;2.02;27.365;25.345;0.69;0.16;0.85
"C1";"1";"A28";"Salty";24;1;3.683;27;2.02;27.365;25.345;0.88;0.13;1.01
"C1";"1";"A28";"Salty";12;1;1.129;13;2.02;27.365;25.345;0.44;0.04;0.48
"C1";"1";"A28";"Crispy";9;1;0.888;10;2.02;27.365;25.345;0.33;0.03;0.36
"C1";"1";"A28";"Salty";10;1;1.094;11;2.02;27.365;25.345;0.37;0.04;0.41
"C1";"1";"A28";"Fat";11;1;1.236;12;2.02;27.365;25.345;0.4;0.05;0.45
"C1";"1";"A29";"Melting";12;1;6.03;18;3.111;28.413;25.302;0.42;0.21;0.63
"C1";"1";"A29";"Fat";18;1;10.529;28;3.111;28.413;25.302;0.63;0.37;1
"C1";"1";"A29";"Crispy";3;1;4.647;8;3.111;28.413;25.302;0.11;0.16;0.27
"C1";"1";"A29";"Potato";8;1;4.096;12;3.111;28.413;25.302;0.28;0.14;0.42
"C1";"1";"A30";"Potato";9;1;1.341;11;4.215;10.644;6.429;0.85;0.13;0.98
"C1";"1";"A30";"Roasted";8;1;1.177;9;4.215;10.644;6.429;0.75;0.11;0.86
"C1";"1";"A30";"Crackly_Hard";4;1;3.911;8;4.215;10.644;6.429;0.38;0.37;0.75
"C1";"1";"A31";"Bland";10;1;2.041;12;3.417;11.984;8.567;0.83;0.17;1
"C1";"1";"A31";"Crackly_Hard";3;1;1.106;5;3.417;11.984;8.567;0.25;0.09;0.34
"C1";"1";"A31";"Crispy";5;1;5.42;10;3.417;11.984;8.567;0.42;0.45;0.87
"C1";"1";"A32";"Crispy";1;1;2.136;4;1.448;3.584;2.136;0.28;0.6;0.88
"C1";"1";"A33";"Crispy";10;1;1.644;11;7.825;20.353;12.528;0.49;0.08;0.57
"C1";"1";"A33";"Salty";11;1;4.421;16;7.825;20.353;12.528;0.54;0.22;0.76
"C1";"1";"A33";"Sticky_Pasty";16;1;4.774;20;7.825;20.353;12.528;0.79;0.23;1.02
"C1";"1";"A33";"Crackly_Hard";8;1;1.689;10;7.825;20.353;12.528;0.39;0.08;0.47
"C1";"1";"A35";"Potato";8;1;3.524;11;2.557;29.796;27.239;0.27;0.12;0.39
"C1";"1";"A35";"Roasted";11;1;3.609;15;2.557;29.796;27.239;0.37;0.12;0.49
"C1";"1";"A35";"Crispy";3;1;2.127;5;2.557;29.796;27.239;0.1;0.07;0.17
"C1";"1";"A35";"Salty";5;1;3.104;8;2.557;29.796;27.239;0.17;0.1;0.27
"C1";"1";"A35";"Potato";15;1;14.875;30;2.557;29.796;27.239;0.5;0.5;1
"C1";"1";"A36";"Salty";5;1;4.174;9;2.965;23.074;20.109;0.22;0.18;0.4
"C1";"1";"A36";"Crispy";3;1;1.596;5;2.965;23.074;20.109;0.13;0.07;0.2
"C1";"1";"A36";"Roasted";9;1;14.339;23;2.965;23.074;20.109;0.39;0.62;1.01
"C1";"1";"A37";"Crispy";5;1;4.564;10;4.949;40.492;35.543;0.12;0.11;0.23
"C1";"1";"A37";"Potato";10;1;1.796;11;4.949;40.492;35.543;0.25;0.04;0.29
"C1";"1";"A37";"Salty";30;1;10.648;40;4.949;40.492;35.543;0.74;0.26;1
"C1";"1";"A37";"Salty";11;1;9.745;21;4.949;40.492;35.543;0.27;0.24;0.51
"C1";"1";"A37";"Fat";21;1;8.79;30;4.949;40.492;35.543;0.52;0.22;0.74
"C1";"1";"A38";"Crispy";5;1;3.483;8;1.78;31.481;29.701;0.16;0.11;0.27
"C1";"1";"A38";"Salty";8;1;2.687;11;1.78;31.481;29.701;0.25;0.09;0.34
"C1";"1";"A38";"Potato";24;1;6.773;30;1.78;31.481;29.701;0.76;0.22;0.98
"C1";"1";"A38";"Melting";30;1;1.114;31;1.78;31.481;29.701;0.95;0.04;0.99
"C1";"1";"A38";"Potato";11;1;10.622;21;1.78;31.481;29.701;0.35;0.34;0.69
"C1";"1";"A38";"Crispy";21;1;2.296;24;1.78;31.481;29.701;0.67;0.07;0.74
"C1";"1";"A38";"Crackly_Hard";2;1;2.726;5;1.78;31.481;29.701;0.06;0.09;0.15
"C1";"1";"A39";"Crackly_Hard";2;1;1.039;3;1.638;34.568;32.93;0.06;0.03;0.09
"C1";"1";"A39";"Crispy";3;1;1.089;4;1.638;34.568;32.93;0.09;0.03;0.12
"C1";"1";"A39";"Salty";4;1;3.967;8;1.638;34.568;32.93;0.12;0.11;0.23
"C1";"1";"A39";"Roasted";8;1;3.569;11;1.638;34.568;32.93;0.23;0.1;0.33
"C1";"1";"A39";"Salty";11;1;2.503;14;1.638;34.568;32.93;0.32;0.07;0.39
"C1";"1";"A39";"Potato";14;1;5.121;19;1.638;34.568;32.93;0.4;0.15;0.55
"C1";"1";"A39";"Sticky_Pasty";19;1;2.127;21;1.638;34.568;32.93;0.55;0.06;0.61
"C1";"1";"A39";"Salty";21;1;3.849;25;1.638;34.568;32.93;0.61;0.11;0.72
"C1";"1";"A39";"Sticky_Pasty";25;1;9.666;35;1.638;34.568;32.93;0.72;0.28;1
"C1";"1";"A40";"Crackly_Hard";3;1;1.788;5;2.733;32.944;30.211;0.09;0.05;0.14
"C1";"1";"A40";"Crispy";5;1;0.549;5;2.733;32.944;30.211;0.15;0.02;0.17
"C1";"1";"A40";"Fat";8;1;2.376;10;2.733;32.944;30.211;0.24;0.07;0.31
"C1";"1";"A40";"Potato";10;1;2.791;13;2.733;32.944;30.211;0.3;0.08;0.38
"C1";"1";"A40";"Salty";13;1;2.326;15;2.733;32.944;30.211;0.39;0.07;0.46
"C1";"1";"A40";"Salty";5;1;2.794;8;2.733;32.944;30.211;0.15;0.08;0.23
"C1";"1";"A40";"Melting";32;1;0.874000000000002;33;2.733;32.944;30.211;0.97;0.03;1
"C1";"1";"A40";"Salty";18;1;14.488;32;2.733;32.944;30.211;0.55;0.44;0.99
"C1";"1";"A40";"Fat";15;1;2.225;18;2.733;32.944;30.211;0.46;0.07;0.53
"C1";"1";"A44";"Crispy";5;1;3.352;8;3.301;29.871;26.57;0.17;0.11;0.28
"C1";"1";"A44";"Salty";8;1;5.715;14;3.301;29.871;26.57;0.27;0.19;0.46
"C1";"1";"A44";"Crackly_Hard";3;1;1.846;5;3.301;29.871;26.57;0.1;0.06;0.16
"C1";"1";"A44";"Sticky_Pasty";14;1;6.315;21;3.301;29.871;26.57;0.47;0.21;0.68
"C1";"1";"A44";"Bland";21;1;9.342;30;3.301;29.871;26.57;0.7;0.31;1.01
"C1";"1";"A45";"Crispy";3;1;2.269;5;1.289;31.541;30.252;0.1;0.07;0.17
"C1";"1";"A45";"Salty";5;1;10.869;16;1.289;31.541;30.252;0.16;0.34;0.5
"C1";"1";"A45";"Crackly_Hard";1;1;1.224;3;1.289;31.541;30.252;0.03;0.04;0.07
"C1";"1";"A45";"Potato";16;1;15.89;32;1.289;31.541;30.252;0.51;0.5;1.01
"C1";"1";"A46";"Crispy";2;1;2.058;4;1.71;28.911;27.201;0.07;0.07;0.14
"C1";"1";"A46";"Salty";4;1;5.29;9;1.71;28.911;27.201;0.14;0.18;0.32
"C1";"1";"A46";"Sticky_Pasty";22;1;7.044;29;1.71;28.911;27.201;0.76;0.24;1
"C1";"1";"A46";"Potato";13;1;9.289;22;1.71;28.911;27.201;0.45;0.32;0.77
"C1";"1";"A46";"Melting";9;1;3.52;13;1.71;28.911;27.201;0.31;0.12;0.43
"C1";"1";"A47";"Fat";5;1;1.566;6;1.686;25.106;23.42;0.2;0.06;0.26
"C1";"1";"A47";"Potato";2;1;1.813;3;1.686;25.106;23.42;0.08;0.07;0.15
"C1";"1";"A47";"Bland";3;1;1.035;5;1.686;25.106;23.42;0.12;0.04;0.16
"C1";"1";"A47";"Potato";24;1;1.411;25;1.686;25.106;23.42;0.96;0.06;1.02
"C1";"1";"A47";"Crackly_Hard";6;1;2.501;9;1.686;25.106;23.42;0.24;0.1;0.34
"C1";"1";"A47";"Melting";9;1;15.094;24;1.686;25.106;23.42;0.36;0.6;0.96
"C1";"1";"A48";"Crispy";1;1;3.564;5;1.118;34.124;33.006;0.03;0.1;0.13
"C1";"1";"A48";"Salty";22;1;12.08;34;1.118;34.124;33.006;0.64;0.35;0.99
"C1";"1";"A48";"Potato";5;1;3.99;9;1.118;34.124;33.006;0.15;0.12;0.27
"C1";"1";"A48";"Salty";9;1;5.429;14;1.118;34.124;33.006;0.26;0.16;0.42
"C1";"1";"A48";"Crispy";14;1;7.943;22;1.118;34.124;33.006;0.41;0.23;0.64
"C1";"1";"A50";"Crackly_Hard";3;1;1.827;4;2.653;33.259;30.606;0.09;0.05;0.14
"C1";"1";"A50";"Salty";4;1;5.866;10;2.653;33.259;30.606;0.12;0.18;0.3
"C1";"1";"A50";"Sticky_Pasty";29;1;4.047;33;2.653;33.259;30.606;0.87;0.12;0.99
"C1";"1";"A50";"Crispy";10;1;10.718;21;2.653;33.259;30.606;0.3;0.32;0.62
"C1";"1";"A50";"Potato";21;1;8.148;29;2.653;33.259;30.606;0.63;0.24;0.87
"C1";"1";"A51";"Salty";2;1;1.116;3;1.705;31.132;29.427;0.06;0.04;0.1
"C1";"1";"A51";"Crispy";3;1;2.501;5;1.705;31.132;29.427;0.1;0.08;0.18
"C1";"1";"A51";"Potato";5;1;4.067;9;1.705;31.132;29.427;0.16;0.13;0.29
"C1";"1";"A51";"Salty";22;1;9.462;31;1.705;31.132;29.427;0.71;0.3;1.01
"C1";"1";"A51";"Crispy";9;1;4.736;14;1.705;31.132;29.427;0.29;0.15;0.44
"C1";"1";"A51";"Salty";14;1;2.112;16;1.705;31.132;29.427;0.45;0.07;0.52
"C1";"1";"A51";"Roasted";16;1;5.433;22;1.705;31.132;29.427;0.51;0.17;0.68
"C1";"1";"A52";"Crispy";5;1;2.074;7;2.441;26.296;23.855;0.19;0.08;0.27
"C1";"1";"A52";"Crackly_Hard";2;1;0.706;3;2.441;26.296;23.855;0.08;0.03;0.11
"C1";"1";"A52";"Salty";3;1;1.56;5;2.441;26.296;23.855;0.11;0.06;0.17
"C1";"1";"A52";"Salty";7;1;11.306;18;2.441;26.296;23.855;0.27;0.43;0.7
"C1";"1";"A52";"Salty";18;1;8.209;26;2.441;26.296;23.855;0.68;0.31;0.99
"C1";"1";"A54";"Potato";1;1;1.632;3;1.268;14.445;13.177;0.07;0.11;0.18
"C1";"1";"A54";"Crackly_Hard";3;1;3.431;6;1.268;14.445;13.177;0.21;0.24;0.45
"C1";"1";"A54";"Crispy";8;1;4.871;13;1.268;14.445;13.177;0.55;0.34;0.89
"C1";"1";"A54";"Salty";13;1;1.824;14;1.268;14.445;13.177;0.9;0.13;1.03
"C1";"1";"A54";"Crackly_Hard";6;1;1.419;8;1.268;14.445;13.177;0.42;0.1;0.52
"C1";"1";"A55";"Crispy";3;1;2.29;5;2.874;57.257;54.383;0.05;0.04;0.09
"C1";"1";"A55";"Salty";5;1;2.608;8;2.874;57.257;54.383;0.09;0.05;0.14
"C1";"1";"A55";"Melting";12;1;6.135;18;2.874;57.257;54.383;0.21;0.11;0.32
"C1";"1";"A55";"Crispy";18;1;1.56;20;2.874;57.257;54.383;0.31;0.03;0.34
"C1";"1";"A55";"Salty";20;1;37.396;57;2.874;57.257;54.383;0.35;0.65;1
"C1";"1";"A55";"Fat";8;1;4.394;12;2.874;57.257;54.383;0.14;0.08;0.22
"C1";"1";"A56";"Crackly_Hard";1;1;3.527;5;1.085;8.162;7.077;0.12;0.43;0.55
"C1";"1";"A56";"Salty";5;1;0.536;5;1.085;8.162;7.077;0.61;0.07;0.68
"C1";"1";"A56";"Crackly_Hard";5;1;3.014;8;1.085;8.162;7.077;0.61;0.37;0.98
"C1";"1";"A59";"Potato";7;1;1.325;9;7.366;8.691;1.325;0.81;0.15;0.96
"C1";"1";"A60";"Crackly_Hard";2;1;3.592;6;2.168;44.126;41.958;0.05;0.08;0.13
"C1";"1";"A60";"Roasted";10;1;0.615;10;2.168;44.126;41.958;0.23;0.01;0.24
"C1";"1";"A60";"Potato";10;1;10.736;21;2.168;44.126;41.958;0.23;0.24;0.47
"C1";"1";"A60";"Salty";6;1;1.56;7;2.168;44.126;41.958;0.14;0.04;0.18
"C1";"1";"A60";"Fat";7;1;2.415;10;2.168;44.126;41.958;0.16;0.05;0.21
"C1";"1";"A60";"Roasted";30;1;14.468;44;2.168;44.126;41.958;0.68;0.33;1.01
"C1";"1";"A60";"Fat";21;1;8.572;30;2.168;44.126;41.958;0.48;0.19;0.67
"C1";"1";"A61";"Salty";3;1;1.943;5;2.606;30.847;28.241;0.1;0.06;0.16
"C1";"1";"A61";"Salty";14;1;1.84;16;2.606;30.847;28.241;0.45;0.06;0.51
"C1";"1";"A61";"Potato";16;1;6.92;23;2.606;30.847;28.241;0.52;0.22;0.74
"C1";"1";"A61";"Crispy";23;1;7.987;31;2.606;30.847;28.241;0.75;0.26;1.01
"C1";"1";"A61";"Crispy";5;1;9.551;14;2.606;30.847;28.241;0.16;0.31;0.47
"C1";"1";"A62";"Fat";8;1;4.565;13;0.844;16.62;15.776;0.48;0.27;0.75
"C1";"1";"A62";"Melting";13;1;4.103;17;0.844;16.62;15.776;0.78;0.25;1.03
"C1";"1";"A62";"Salty";1;1;1.54;2;0.844;16.62;15.776;0.06;0.09;0.15
"C1";"1";"A62";"Crispy";2;1;3.119;6;0.844;16.62;15.776;0.12;0.19;0.31
"C1";"1";"A62";"Potato";6;1;2.449;8;0.844;16.62;15.776;0.36;0.15;0.51
"C1";"1";"A64";"Potato";7;1;1.15;8;2.972;32.772;29.8;0.21;0.04;0.25
"C1";"1";"A64";"Crackly_Hard";3;1;3.795;7;2.972;32.772;29.8;0.09;0.12;0.21
"C1";"1";"A64";"Potato";25;1;7.476;33;2.972;32.772;29.8;0.76;0.23;0.99
"C1";"1";"A64";"Roasted";8;1;1.552;9;2.972;32.772;29.8;0.24;0.05;0.29
"C1";"1";"A64";"Salty";9;1;6.012;15;2.972;32.772;29.8;0.27;0.18;0.45
"C1";"1";"A64";"Roasted";15;1;9.815;25;2.972;32.772;29.8;0.46;0.3;0.76
"C1";"1";"A65";"Potato";9;1;8.558;18;1.331;28.461;27.13;0.32;0.3;0.62
"C1";"1";"A65";"Sticky_Pasty";18;1;1.82;20;1.331;28.461;27.13;0.63;0.06;0.69
"C1";"1";"A65";"Potato";20;1;8.784;28;1.331;28.461;27.13;0.7;0.31;1.01
"C1";"1";"A65";"Crispy";3;1;1.749;5;1.331;28.461;27.13;0.11;0.06;0.17
"C1";"1";"A65";"Salty";5;1;4.101;9;1.331;28.461;27.13;0.18;0.14;0.32
"C1";"1";"A65";"Crackly_Hard";1;1;2.118;3;1.331;28.461;27.13;0.04;0.07;0.11
"C1";"1";"A66";"Roasted";21;1;5.745;27;3.905;53.085;49.18;0.4;0.11;0.51
"C1";"1";"A66";"Crispy";4;1;17.291;21;3.905;53.085;49.18;0.08;0.33;0.41
"C1";"1";"A66";"Potato";27;1;17.976;45;3.905;53.085;49.18;0.51;0.34;0.85
"C1";"1";"A66";"Salty";45;1;8.168;53;3.905;53.085;49.18;0.85;0.15;1
"C1";"1";"A67";"Crackly_Hard";2;1;14.696;17;2.454;44.763;42.309;0.04;0.33;0.37
"C1";"1";"A67";"Crispy";32;1;6.346;38;2.454;44.763;42.309;0.71;0.14;0.85
"C1";"1";"A67";"Sticky_Pasty";38;1;6.504;45;2.454;44.763;42.309;0.85;0.15;1
"C1";"1";"A67";"Salty";17;1;14.763;32;2.454;44.763;42.309;0.38;0.33;0.71
"C1";"1";"A70";"Crackly_Hard";2;1;3.08;5;2.398;38.601;36.203;0.05;0.08;0.13
"C1";"1";"A70";"Roasted";6;1;7.249;13;2.398;38.601;36.203;0.16;0.19;0.35
"C1";"1";"A70";"Potato";13;1;12.713;25;2.398;38.601;36.203;0.34;0.33;0.67
"C1";"1";"A70";"Bland";25;1;13.115;39;2.398;38.601;36.203;0.65;0.34;0.99
"C1";"1";"A78";"Crispy";5;1;3.266;8;4.536;21.61;17.074;0.23;0.15;0.38
"C1";"1";"A78";"Crackly_Hard";8;1;2.5;10;4.536;21.61;17.074;0.37;0.12;0.49
"C1";"1";"A78";"Potato";19;1;2.542;22;4.536;21.61;17.074;0.88;0.12;1
"C1";"1";"A78";"Bland";10;1;7.594;18;4.536;21.61;17.074;0.46;0.35;0.81
"C1";"1";"A78";"Fat";18;1;1.172;19;4.536;21.61;17.074;0.83;0.05;0.88
"C1";"1";"A80";"Salty";7;1;6.433;13;2.621;17.383;14.762;0.4;0.37;0.77
"C1";"1";"A80";"Potato";13;1;4.227;17;2.621;17.383;14.762;0.75;0.24;0.99
"C1";"1";"A80";"Crackly_Hard";3;1;3.376;6;2.621;17.383;14.762;0.17;0.19;0.36
"C1";"1";"A80";"Potato";6;1;0.726;7;2.621;17.383;14.762;0.35;0.04;0.39
"C1";"1";"A81";"Crackly_Hard";1;1;1.303;3;1.416;32.72;31.304;0.03;0.04;0.07
"C1";"1";"A81";"Salty";8;1;1.227;9;1.416;32.72;31.304;0.24;0.04;0.28
"C1";"1";"A81";"Sticky_Pasty";9;1;1.76;11;1.416;32.72;31.304;0.28;0.05;0.33
"C1";"1";"A81";"Crispy";3;1;1.656;4;1.416;32.72;31.304;0.09;0.05;0.14
"C1";"1";"A81";"Salty";4;1;3.586;8;1.416;32.72;31.304;0.12;0.11;0.23
"C1";"1";"A81";"Salty";14;1;3.752;18;1.416;32.72;31.304;0.43;0.11;0.54
